 a 	c
http://de.dbpedia.org/resource/Gunter_Thielen 	"189541970"@de
http://de.dbpedia.org/resource/Coleman_Hawkins 	"12305835X"@de
http://de.dbpedia.org/resource/Eva_Perón 	"118739980"@de
http://de.dbpedia.org/resource/Johann_Heinrich_Cassebeer 	"116468440"@de
http://de.dbpedia.org/resource/Wilhelm_Pfeil 	"118593560"@de
http://de.dbpedia.org/resource/Léopold_Sédar_Senghor 	"11861326X"@de
http://de.dbpedia.org/resource/Klaus_Rifbjerg 	"118788841"@de
http://de.dbpedia.org/resource/Bent_Sørensen_(Komponist) 	"124249205"@de
http://de.dbpedia.org/resource/James_Mason 	"121650626"@de
http://de.dbpedia.org/resource/Wilhelm_Cuno 	"118677497"@de
http://de.dbpedia.org/resource/Martin_Sheen 	"118943901"@de
http://de.dbpedia.org/resource/Joss_Stone 	"135351723"@de
http://de.dbpedia.org/resource/Georges_I._Gurdjieff 	"118543679"@de
http://de.dbpedia.org/resource/Ludwig_Kaas 	"118558986"@de
http://de.dbpedia.org/resource/Donald_Sutherland 	"124931227"@de
http://de.dbpedia.org/resource/Greer_Garson 	"121758346"@de
http://de.dbpedia.org/resource/Ettore_Bugatti 	"118517260"@de
http://de.dbpedia.org/resource/Johann_Georg_Pisendel 	"11946912X"@de
http://de.dbpedia.org/resource/Gustav_Bauer 	"118507281"@de
http://de.dbpedia.org/resource/Constantin_Fehrenbach 	"118686402"@de
http://de.dbpedia.org/resource/Hermann_Müller_(Reichskanzler) 	"118584979"@de
http://de.dbpedia.org/resource/Joseph_Wirth 	"11741218X"@de
http://de.dbpedia.org/resource/Walter_Kollo 	"123942837"@de
http://de.dbpedia.org/resource/Verner_Panton 	"121544397"@de
http://de.dbpedia.org/resource/Alec_Guinness 	"118809067"@de
http://de.dbpedia.org/resource/Georgi_Konstantinowitsch_Schukow 	"118611224"@de
http://de.dbpedia.org/resource/Dodi_Al-Fayed 	"12137968X"@de
http://de.dbpedia.org/resource/Wolfgang_Schmidbauer 	"118821423"@de
http://de.dbpedia.org/resource/Pierre_Trudeau 	"118624172"@de
http://de.dbpedia.org/resource/Heide_Ecker-Rosendahl 	"118749781"@de
http://de.dbpedia.org/resource/Poul_Henningsen 	"11897937X"@de
http://de.dbpedia.org/resource/Mimnermos 	"118784080"@de
http://de.dbpedia.org/resource/Louise_de_La_Vallière 	"118640356"@de
http://de.dbpedia.org/resource/Johann_Georg_Heine 	"119519623"@de
http://de.dbpedia.org/resource/Josephine_Haas 	"119514982"@de
http://de.dbpedia.org/resource/Andrei_Wladimirowitsch_Gawrilow 	"134382382"@de
http://de.dbpedia.org/resource/André-Hercule_de_Fleury 	"118683969"@de
http://de.dbpedia.org/resource/Maria_Leszczynska 	"118577786"@de
http://de.dbpedia.org/resource/Françoise-Athénaïs_de_Rochechouart_de_Mortemart,_marquise_de_Montespan 	"118583662"@de
http://de.dbpedia.org/resource/John_Boyd_Dunlop 	"119373424"@de
http://de.dbpedia.org/resource/Jörg_Knör 	"121688844"@de
http://de.dbpedia.org/resource/Anton_Karas 	"130206180"@de
http://de.dbpedia.org/resource/Arnold_Bovet 	"118514075"@de
http://de.dbpedia.org/resource/Matthias_Erzberger 	"11853100X"@de
http://de.dbpedia.org/resource/Antigonos_I._Monophthalmos 	"118503359"@de
http://de.dbpedia.org/resource/Martial 	"11857826X"@de
http://de.dbpedia.org/resource/Ernst_Deutsch 	"118678019"@de
http://de.dbpedia.org/resource/Hermann_Kesten 	"118561715"@de
http://de.dbpedia.org/resource/Giovanni_Battista_Viotti 	"119322366"@de
http://de.dbpedia.org/resource/Eumenes_von_Kardia 	"118682652"@de
http://de.dbpedia.org/resource/Michael_Dell 	"121279243"@de
http://de.dbpedia.org/resource/Carl_Joseph_Leiprecht 	"116883979"@de
http://de.dbpedia.org/resource/Joannes_Baptista_Sproll 	"118752316"@de
http://de.dbpedia.org/resource/Georg_Moser 	"118843958"@de
http://de.dbpedia.org/resource/Eugen_Langen 	"118726439"@de
http://de.dbpedia.org/resource/Jeff_Porcaro 	"134487338"@de
http://de.dbpedia.org/resource/Andrea_Nahles 	"123778964"@de
http://de.dbpedia.org/resource/Heinrich_Ignaz_Franz_Biber 	"118510622"@de
http://de.dbpedia.org/resource/Kiefer_Sutherland 	"133058360"@de
http://de.dbpedia.org/resource/Silvia_von_Schweden 	"118614398"@de
http://de.dbpedia.org/resource/Jean_Tardieu 	"118620819"@de
http://de.dbpedia.org/resource/Ernst_Meister_(Schriftsteller) 	"118747509"@de
http://de.dbpedia.org/resource/Ludwig_Hohl 	"118552864"@de
http://de.dbpedia.org/resource/Thusnelda 	"11875744X"@de
http://de.dbpedia.org/resource/Adem_Jashari 	"129061522"@de
http://de.dbpedia.org/resource/Melanie_Chisholm 	"130887420"@de
http://de.dbpedia.org/resource/Horst_Herold 	"118549863"@de
http://de.dbpedia.org/resource/Milutin_Milankovic 	"118888005"@de
http://de.dbpedia.org/resource/Doris_Schröder-Köpf 	"122043790"@de
http://de.dbpedia.org/resource/Ingeborg_von_Dänemark 	"118775502"@de
http://de.dbpedia.org/resource/Sigrid_Undset 	"11880314X"@de
http://de.dbpedia.org/resource/Marie_Bonaparte 	"118904167"@de
http://de.dbpedia.org/resource/Anton_Semjonowitsch_Makarenko 	"118576585"@de
http://de.dbpedia.org/resource/Joseph-Alphonse_Adhémar 	"116247088"@de
http://de.dbpedia.org/resource/Julius_Schaub 	"129440663"@de
http://de.dbpedia.org/resource/Juvenal 	"118556126"@de
http://de.dbpedia.org/resource/Günter_Strack 	"119293544"@de
http://de.dbpedia.org/resource/Franz_Brandts 	"118659847"@de
http://de.dbpedia.org/resource/Martin_Bucer 	"118516507"@de
http://de.dbpedia.org/resource/Ruedi_Walter 	"118764209"@de
http://de.dbpedia.org/resource/Honorius_III. 	"118553437"@de
http://de.dbpedia.org/resource/Eric_Rücker_Eddison 	"109893565"@de
http://de.dbpedia.org/resource/Fritz_Schlumpf 	"124206190"@de
http://de.dbpedia.org/resource/Wladimir_Borissowitsch_Kramnik 	"119188481"@de
http://de.dbpedia.org/resource/Robert_Falcon_Scott 	"118612395"@de
http://de.dbpedia.org/resource/Alexander_Wassiljewitsch_Suworow 	"118620134"@de
http://de.dbpedia.org/resource/Eleanor_Holm 	"128746173"@de
http://de.dbpedia.org/resource/Jennifer_Aniston 	"123640431"@de
http://de.dbpedia.org/resource/Marcus_Miller 	"13446317X"@de
http://de.dbpedia.org/resource/Korbinian_Brodmann 	"117632171"@de
http://de.dbpedia.org/resource/Johann_von_Österreich 	"118557750"@de
http://de.dbpedia.org/resource/Josh_Hartnett 	"140985204"@de
http://de.dbpedia.org/resource/Sahure 	"118604864"@de
http://de.dbpedia.org/resource/Dionysios_von_Halikarnassos 	"118672037"@de
http://de.dbpedia.org/resource/François_Michel_Le_Tellier_de_Louvois 	"100194109"@de
http://de.dbpedia.org/resource/Thomas_Schaaf 	"1012724328"@de
http://de.dbpedia.org/resource/Arrian 	"118504436"@de
http://de.dbpedia.org/resource/Nicolas_Fouquet 	"118684302"@de
http://de.dbpedia.org/resource/Cassius_Dio 	"118525824"@de
http://de.dbpedia.org/resource/Henri_Coiffier_de_Ruzé,_Marquis_de_Cinq-Mars 	"119438747"@de
http://de.dbpedia.org/resource/Ivo_Sanader 	"121954935"@de
http://de.dbpedia.org/resource/Tony_Hillerman 	"119013924"@de
http://de.dbpedia.org/resource/Bernhard_Heine 	"118822632"@de
http://de.dbpedia.org/resource/Zosimos 	"100964354"@de
http://de.dbpedia.org/resource/Christian_Dietrich_(Geistlicher) 	"116112557"@de
http://de.dbpedia.org/resource/Juan_Antonio_Samaranch 	"119231808"@de
http://de.dbpedia.org/resource/Ian_McKellen 	"118860534"@de
http://de.dbpedia.org/resource/John_Glenn 	"118966588"@de
http://de.dbpedia.org/resource/Peter_Meven 	"129454664"@de
http://de.dbpedia.org/resource/Avery_Brundage 	"118516078"@de
http://de.dbpedia.org/resource/Günter_Fromm_(Autor) 	"122777646"@de
http://de.dbpedia.org/resource/Sven_Väth 	"13468401X"@de
http://de.dbpedia.org/resource/Eric_Idle 	"114797145"@de
http://de.dbpedia.org/resource/Peter_Brook 	"118515713"@de
http://de.dbpedia.org/resource/Chris_Isaak 	"134414616"@de
http://de.dbpedia.org/resource/Michael_Palin 	"120113562"@de
http://de.dbpedia.org/resource/Jackie_Chan 	"120593955"@de
http://de.dbpedia.org/resource/Hermann_Baumann_(Hornist) 	"134323556"@de
http://de.dbpedia.org/resource/Quint_Buchholz 	"119465906"@de
http://de.dbpedia.org/resource/Jörg_Schönbohm 	"121153509"@de
http://de.dbpedia.org/resource/Karl_Steinhoff 	"124953018"@de
http://de.dbpedia.org/resource/Jean_Racine 	"118597523"@de
http://de.dbpedia.org/resource/Terenz 	"118621335"@de
http://de.dbpedia.org/resource/Morrissey 	"134602102"@de
http://de.dbpedia.org/resource/Bodo_H._Hauser 	"115422382"@de
http://de.dbpedia.org/resource/Lucien_Bonaparte 	"118513141"@de
http://de.dbpedia.org/resource/Hella_von_Sinnen 	"119032147"@de
http://de.dbpedia.org/resource/Marcel_Camus 	"121951545"@de
http://de.dbpedia.org/resource/François_Villon 	"118627066"@de
http://de.dbpedia.org/resource/Karl_Farkas 	"118686135"@de
http://de.dbpedia.org/resource/Aretha_Franklin 	"118967622"@de
http://de.dbpedia.org/resource/Wolfgang_Overath 	"118738895"@de
http://de.dbpedia.org/resource/Manfred_Theisen 	"123230365"@de
http://de.dbpedia.org/resource/Harald_Schumacher 	"118611623"@de
http://de.dbpedia.org/resource/Toni_Polster 	"120466384"@de
http://de.dbpedia.org/resource/Gerhard_Frey_(Politiker) 	"11922075X"@de
http://de.dbpedia.org/resource/Bernd_Kessens 	"124524516"@de
http://de.dbpedia.org/resource/Sigiswald_Kuijken 	"128471778"@de
http://de.dbpedia.org/resource/Nikolai_Frederik_Severin_Grundtvig 	"118543008"@de
http://de.dbpedia.org/resource/Uri_Geller 	"118538314"@de
http://de.dbpedia.org/resource/Marie_von_Ebner-Eschenbach 	"118528661"@de
http://de.dbpedia.org/resource/Bruce_Dern 	"133017729"@de
http://de.dbpedia.org/resource/Hedwig_von_Anjou 	"118709496"@de
http://de.dbpedia.org/resource/Yusuf_al-Qaradawi 	"123493390"@de
http://de.dbpedia.org/resource/Hans_Leinberger 	"118571311"@de
http://de.dbpedia.org/resource/Uwe_Topper 	"120618443"@de
http://de.dbpedia.org/resource/Gerhard_Riedmann_(Schauspieler) 	"134570243"@de
http://de.dbpedia.org/resource/Johann_Heinrich_Schmelzer 	"10431821X"@de
http://de.dbpedia.org/resource/Karl_von_Rotteck 	"118603329"@de
http://de.dbpedia.org/resource/Eberhard_I._(Württemberg,_Herzog) 	"11852853X"@de
http://de.dbpedia.org/resource/Tom_Abel 	"122830067"@de
http://de.dbpedia.org/resource/Einar_Kárason 	"115085874"@de
http://de.dbpedia.org/resource/Hasan_al-Hudaibi 	"11905390X"@de
http://de.dbpedia.org/resource/Erté 	"118530968"@de
http://de.dbpedia.org/resource/Leopold_I._(Anhalt-Dessau) 	"118649361"@de
http://de.dbpedia.org/resource/Nelson_Goodman 	"118696432"@de
http://de.dbpedia.org/resource/Paul_Verlaine 	"118804219"@de
http://de.dbpedia.org/resource/Chukwuemeka_Odumegwu_Ojukwu 	"122836448"@de
http://de.dbpedia.org/resource/Ifor_James 	"134416236"@de
http://de.dbpedia.org/resource/Leopold_II._Maximilian_(Anhalt-Dessau) 	"132921065"@de
http://de.dbpedia.org/resource/John_Churchill,_1._Duke_of_Marlborough 	"118640941"@de
http://de.dbpedia.org/resource/Mathieu_Kérékou 	"120860783"@de
http://de.dbpedia.org/resource/Matthäus_Merian 	"118581090"@de
http://de.dbpedia.org/resource/Marie-Luise_Neunecker 	"134472357"@de
http://de.dbpedia.org/resource/Merenptah 	"118892274"@de
http://de.dbpedia.org/resource/Karl_Arnold_(Politiker) 	"118650394"@de
http://de.dbpedia.org/resource/Ramses_IV. 	"11874903X"@de
http://de.dbpedia.org/resource/Marie_Fredriksson 	"134809963"@de
http://de.dbpedia.org/resource/Tobias_Moretti 	"123407648"@de
http://de.dbpedia.org/resource/Olga_(Russland) 	"119331209"@de
http://de.dbpedia.org/resource/Sacha_Baron_Cohen 	"132467402"@de
http://de.dbpedia.org/resource/Sonia_Seymour_Mikich 	"121925390"@de
http://de.dbpedia.org/resource/Marie-Luise_Jahn 	"119477890"@de
http://de.dbpedia.org/resource/Wilhelm_Rall 	"132236907"@de
http://de.dbpedia.org/resource/Wladimir_I. 	"118769685"@de
http://de.dbpedia.org/resource/Barry_Tuckwell 	"103978747"@de
http://de.dbpedia.org/resource/Michail_Illarionowitsch_Kutusow 	"118987437"@de
http://de.dbpedia.org/resource/Theodor_Holm_Nelson 	"172283213"@de
http://de.dbpedia.org/resource/James_Ussher 	"117680729"@de
http://de.dbpedia.org/resource/Christopher_Lloyd_(Schauspieler) 	"123903998"@de
http://de.dbpedia.org/resource/Wilhelm_von_Tegetthoff 	"118756389"@de
http://de.dbpedia.org/resource/Franz_Strauss 	"117311901"@de
http://de.dbpedia.org/resource/Alexander_II._(Schottland) 	"13007652X"@de
http://de.dbpedia.org/resource/Bertrand_du_Guesclin 	"118719238"@de
http://de.dbpedia.org/resource/Bertha_Dudde 	"111254361"@de
http://de.dbpedia.org/resource/Guntram_Palm 	"1012383288"@de
http://de.dbpedia.org/resource/Gaspard_II._de_Coligny 	"11867661X"@de
http://de.dbpedia.org/resource/Louis_II._de_Bourbon,_prince_de_Condé 	"119292203"@de
http://de.dbpedia.org/resource/Iwan_III._(Russland) 	"118711032"@de
http://de.dbpedia.org/resource/Robert_II._(Normandie) 	"118789074"@de
http://de.dbpedia.org/resource/Raymond_Feist 	"118095811"@de
http://de.dbpedia.org/resource/Franz_Ernst_Neumann 	"118786008"@de
http://de.dbpedia.org/resource/Henri_de_La_Tour_d’Auvergne,_vicomte_de_Turenne 	"118802968"@de
http://de.dbpedia.org/resource/Pierce_Brosnan 	"119509873"@de
http://de.dbpedia.org/resource/Wassili_III._(Russland) 	"118764411"@de
http://de.dbpedia.org/resource/Josef_Hoffmann_(Architekt) 	"11855252X"@de
http://de.dbpedia.org/resource/Sharon_Tate 	"124368816"@de
http://de.dbpedia.org/resource/Boris_Godunow 	"118637940"@de
http://de.dbpedia.org/resource/Koichi_Tohei 	"108957217"@de
http://de.dbpedia.org/resource/Franz_Radziwill 	"118597728"@de
http://de.dbpedia.org/resource/Mike_Rutherford 	"134504925"@de
http://de.dbpedia.org/resource/Gillian_Anderson 	"11943931X"@de
http://de.dbpedia.org/resource/David_Duchovny 	"119439328"@de
http://de.dbpedia.org/resource/Clemens_Wilmenrod 	"107739534"@de
http://de.dbpedia.org/resource/Katharina_I._(Russland) 	"11872116X"@de
http://de.dbpedia.org/resource/Lucius_D._Clay 	"118521136"@de
http://de.dbpedia.org/resource/Peter_Arnold 	"135255430"@de
http://de.dbpedia.org/resource/Jakob_Bengel 	"133638677"@de
http://de.dbpedia.org/resource/Sophus_Lie 	"118832840"@de
http://de.dbpedia.org/resource/Winrich_von_Kniprode 	"118633791"@de
http://de.dbpedia.org/resource/Hans_Günter_Michelsen 	"118783742"@de
http://de.dbpedia.org/resource/Charlotte_von_Mahlsdorf 	"119092093"@de
http://de.dbpedia.org/resource/Johann_Jakob_Walther 	"121877965"@de
http://de.dbpedia.org/resource/James_Woods 	"129584819"@de
http://de.dbpedia.org/resource/Klaus_Schmeh 	"123066247"@de
http://de.dbpedia.org/resource/Bruno_Schneider_(Musiker) 	"129456454"@de
http://de.dbpedia.org/resource/Roger_Moore 	"124482376"@de
http://de.dbpedia.org/resource/Tito_Schipa 	"11955061X"@de
http://de.dbpedia.org/resource/Gunter_Dueck 	"12286817X"@de
http://de.dbpedia.org/resource/Stefan_Sagmeister 	"121732568"@de
http://de.dbpedia.org/resource/A._M._Cassandre 	"118799665"@de
http://de.dbpedia.org/resource/Friedrich_Engel_(Mathematiker) 	"118682075"@de
http://de.dbpedia.org/resource/Axl_Rose 	"119132745"@de
http://de.dbpedia.org/resource/Wilhelm_Killing 	"119097117"@de
http://de.dbpedia.org/resource/Ulla_Hahn 	"118994212"@de
http://de.dbpedia.org/resource/Johannes_Fritsch 	"124337007"@de
http://de.dbpedia.org/resource/Karl_Radek 	"118597639"@de
http://de.dbpedia.org/resource/Hans_Ulrich_Humpert 	"11950975X"@de
http://de.dbpedia.org/resource/Daniel_Gloger 	"135168767"@de
http://de.dbpedia.org/resource/Pierre_Corneille 	"118522175"@de
http://de.dbpedia.org/resource/Arnold_Odermatt 	"119077140"@de
http://de.dbpedia.org/resource/Richard_Brautigan 	"118659901"@de
http://de.dbpedia.org/resource/Erwin_Neher 	"123085349"@de
http://de.dbpedia.org/resource/Johann_Konrad_Dippel 	"118679767"@de
http://de.dbpedia.org/resource/Tom_Clancy 	"119419610"@de
http://de.dbpedia.org/resource/Vincent_Klink 	"120064057"@de
http://de.dbpedia.org/resource/Karl_von_Frisch 	"118693670"@de
http://de.dbpedia.org/resource/Johnny_Friedlaender 	"118535609"@de
http://de.dbpedia.org/resource/Rudolf_Chametowitsch_Nurejew 	"118589024"@de
http://de.dbpedia.org/resource/Anja_Klafki 	"124291406"@de
http://de.dbpedia.org/resource/Eleonore_von_Kastilien_(1498–1558) 	"129756075"@de
http://de.dbpedia.org/resource/Sebastian_Deisler 	"139832017"@de
http://de.dbpedia.org/resource/Robert_Axelrod 	"12127389X"@de
http://de.dbpedia.org/resource/Fridolin_Stier 	"120476398"@de
http://de.dbpedia.org/resource/Iulia_(Tochter_des_Augustus) 	"118714058"@de
http://de.dbpedia.org/resource/Heinrich_III._(England) 	"118709763"@de
http://de.dbpedia.org/resource/Wilhelm_Leibl 	"118571222"@de
http://de.dbpedia.org/resource/Ernst_Kaltenbrunner 	"119017202"@de
http://de.dbpedia.org/resource/Matthias_Beltz 	"118164147"@de
http://de.dbpedia.org/resource/Sebastian_Münster 	"118585517"@de
http://de.dbpedia.org/resource/Karl_Blodig 	"11620379X"@de
http://de.dbpedia.org/resource/Walburga 	"118628569"@de
http://de.dbpedia.org/resource/César_Manrique 	"118577220"@de
http://de.dbpedia.org/resource/Éric-Emmanuel_Schmitt 	"118046780"@de
http://de.dbpedia.org/resource/Hans_Lipinsky-Gottersdorf 	"119136759"@de
http://de.dbpedia.org/resource/Per_Gessle 	"134146107"@de
http://de.dbpedia.org/resource/Karl_Ludwig_Nessler 	"138043752"@de
http://de.dbpedia.org/resource/Tilemann_Grimm 	"118697803"@de
http://de.dbpedia.org/resource/Coelestin_III. 	"11955562X"@de
http://de.dbpedia.org/resource/Udo_Zimmermann 	"118772953"@de
http://de.dbpedia.org/resource/Bruno_Snell 	"118797786"@de
http://de.dbpedia.org/resource/Mishima_Yukio 	"118582755"@de
http://de.dbpedia.org/resource/El_Cid 	"118838989"@de
http://de.dbpedia.org/resource/Douglas_Lilburn 	"122200543"@de
http://de.dbpedia.org/resource/Jürgen_Klinsmann 	"118841181"@de
http://de.dbpedia.org/resource/Dan_Simmons 	"120399792"@de
http://de.dbpedia.org/resource/Josef_von_Arimathäa 	"132697661"@de
http://de.dbpedia.org/resource/Franz_Ferdinand_von_Rummel 	"118604112"@de
http://de.dbpedia.org/resource/Konstantin_Konstantinowitsch_Waginow 	"119134055"@de
http://de.dbpedia.org/resource/Moritz_von_Anhalt-Dessau 	"137568215"@de
http://de.dbpedia.org/resource/Vincent_Auriol 	"119528665"@de
http://de.dbpedia.org/resource/Diane_Keaton 	"118926357"@de
http://de.dbpedia.org/resource/Uli_Stein_(Comiczeichner) 	"115492615"@de
http://de.dbpedia.org/resource/Raimund_IV._(Toulouse) 	"124208800"@de
http://de.dbpedia.org/resource/Lois_Welzenbacher 	"118942603"@de
http://de.dbpedia.org/resource/Zinédine_Zidane 	"124910246"@de
http://de.dbpedia.org/resource/Jacob_Burckhardt 	"11851752X"@de
http://de.dbpedia.org/resource/Oskar_Kusch 	"119322692"@de
http://de.dbpedia.org/resource/Gunther_Schuller 	"118924117"@de
http://de.dbpedia.org/resource/Ludwig_II._(Frankreich) 	"100952127"@de
http://de.dbpedia.org/resource/Ferdinand_von_Wrangel 	"100724833"@de
http://de.dbpedia.org/resource/Eberhard_Feik 	"143132555"@de
http://de.dbpedia.org/resource/Lukas_Resetarits 	"128468890"@de
http://de.dbpedia.org/resource/Fulcher_von_Chartres 	"118956043"@de
http://de.dbpedia.org/resource/Hugo_Schmeisser 	"1017003386"@de
http://de.dbpedia.org/resource/Franjo_Tudman 	"119274337"@de
http://de.dbpedia.org/resource/Angelika_Schwabe-Kratochwil 	"122699254"@de
http://de.dbpedia.org/resource/Walter_Koschatzky 	"121528456"@de
http://de.dbpedia.org/resource/Dennis_Brain 	"118888110"@de
http://de.dbpedia.org/resource/Anne_de_Bretagne 	"119020688"@de
http://de.dbpedia.org/resource/Art_Spiegelman 	"118971506"@de
http://de.dbpedia.org/resource/Franz_Winzentsen 	"124971903"@de
http://de.dbpedia.org/resource/Don_Rosa 	"128966971"@de
http://de.dbpedia.org/resource/Thomas_Kyd 	"11856837X"@de
http://de.dbpedia.org/resource/?Umar_ibn_?Abd_al-?Aziz 	"118589938"@de
http://de.dbpedia.org/resource/Adolf_Julius_Merkl 	"118581163"@de
http://de.dbpedia.org/resource/Johann_Daniel_Müller_(Musiker) 	"123393647"@de
http://de.dbpedia.org/resource/Morten_Harket 	"134959620"@de
http://de.dbpedia.org/resource/Ludwig_von_Siegen 	"129042978"@de
http://de.dbpedia.org/resource/Ray_Manzarek 	"120576899"@de
http://de.dbpedia.org/resource/Wilhelm_Röpke 	"118601989"@de
http://de.dbpedia.org/resource/Tom_Stafford_(Astronaut) 	"124459471"@de
http://de.dbpedia.org/resource/Hans_Pizka 	"134485769"@de
http://de.dbpedia.org/resource/Friedrich_Paulus 	"118739654"@de
http://de.dbpedia.org/resource/Jürgen_W._Falter 	"122504631"@de
http://de.dbpedia.org/resource/Jack_White_(Musiker) 	"135408083"@de
http://de.dbpedia.org/resource/Werner_Schmalenbach 	"119017695"@de
http://de.dbpedia.org/resource/Angela_Lansbury 	"11945176X"@de
http://de.dbpedia.org/resource/Ramses_III. 	"118749021"@de
http://de.dbpedia.org/resource/Peter_Høeg 	"115364005"@de
http://de.dbpedia.org/resource/Henry_Le_Chatelier 	"116850442"@de
http://de.dbpedia.org/resource/Carl_Gustav_Wrangel 	"118807935"@de
http://de.dbpedia.org/resource/Otti_Wilmanns 	"120498111"@de
http://de.dbpedia.org/resource/Alan_Jackson 	"119500302"@de
http://de.dbpedia.org/resource/David_Ogilvy 	"122376781"@de
http://de.dbpedia.org/resource/Johann_Gerhard_Oncken 	"118590006"@de
http://de.dbpedia.org/resource/Wes_Montgomery 	"130412538"@de
http://de.dbpedia.org/resource/Herbert_Norkus 	"124731198"@de
http://de.dbpedia.org/resource/Wilhelm_Schmidtbonn 	"118609009"@de
http://de.dbpedia.org/resource/Nigel_Short 	"119072505"@de
http://de.dbpedia.org/resource/Elizabeth_George 	"129856630"@de
http://de.dbpedia.org/resource/Alois_Senefelder 	"118613219"@de
http://de.dbpedia.org/resource/Ancus_Marcius 	"118847422"@de
http://de.dbpedia.org/resource/Witold_Lutoslawski 	"118575465"@de
http://de.dbpedia.org/resource/Markian 	"102398291"@de
http://de.dbpedia.org/resource/Numa_Pompilius 	"122673093"@de
http://de.dbpedia.org/resource/Traudl_Junge 	"12218257X"@de
http://de.dbpedia.org/resource/Marcel_Breuer 	"11867398X"@de
http://de.dbpedia.org/resource/Kiri_Te_Kanawa 	"119554410"@de
http://de.dbpedia.org/resource/Johann_Heinrich_Voß 	"118627910"@de
http://de.dbpedia.org/resource/Theodor_Scheimpflug 	"119408449"@de
http://de.dbpedia.org/resource/Alberto_Ascari 	"129600172"@de
http://de.dbpedia.org/resource/William_Blake 	"118511513"@de
http://de.dbpedia.org/resource/Christoph_(Württemberg) 	"100089003"@de
http://de.dbpedia.org/resource/Paul_Claudel 	"118521039"@de
http://de.dbpedia.org/resource/Keith_Haring 	"118913786"@de
http://de.dbpedia.org/resource/Bix_Beiderbecke 	"11914722X"@de
http://de.dbpedia.org/resource/Mohammed_Sahir_Schah 	"136160301"@de
http://de.dbpedia.org/resource/Franz_Joseph_Gall 	"118537245"@de
http://de.dbpedia.org/resource/Walter_Müller_(Literat) 	"119163667"@de
http://de.dbpedia.org/resource/Klaus_Bednarz 	"11579347X"@de
http://de.dbpedia.org/resource/Ernst_Heinkel 	"11854814X"@de
http://de.dbpedia.org/resource/Ernst_Justus_Haeberlin 	"116358513"@de
http://de.dbpedia.org/resource/Theodor_Lerner 	"117668265"@de
http://de.dbpedia.org/resource/Tobias_Mayer 	"118579576"@de
http://de.dbpedia.org/resource/Mark_Farner 	"134609077"@de
http://de.dbpedia.org/resource/Jean_Hardouin 	"122664485"@de
http://de.dbpedia.org/resource/Mohammed_Farah_Aidid 	"119357542"@de
http://de.dbpedia.org/resource/Mariano_Rajoy 	"137037457"@de
http://de.dbpedia.org/resource/Luisa_Francia 	"121393186"@de
http://de.dbpedia.org/resource/Marbod 	"119547678"@de
http://de.dbpedia.org/resource/David_Coulthard 	"121304779"@de
http://de.dbpedia.org/resource/Siegfried_Pitschmann 	"121601757"@de
http://de.dbpedia.org/resource/Herbert_Feuerstein 	"124068316"@de
http://de.dbpedia.org/resource/Felipe_von_Spanien 	"119250373"@de
http://de.dbpedia.org/resource/Gottlieb_Duttweiler 	"118528343"@de
http://de.dbpedia.org/resource/Konrad_Feilchenfeldt 	"108402142"@de
http://de.dbpedia.org/resource/Mykerinos 	"12315815X"@de
http://de.dbpedia.org/resource/Werner_Bergengruen 	"11850939X"@de
http://de.dbpedia.org/resource/Bruce_Campbell 	"131657143"@de
http://de.dbpedia.org/resource/Rahel_Varnhagen_von_Ense 	"118626175"@de
http://de.dbpedia.org/resource/Joseph_König_(Chemiker) 	"119182084"@de
http://de.dbpedia.org/resource/August_Haußleiter 	"123629756"@de
http://de.dbpedia.org/resource/Jeff_Lynne 	"134450361"@de
http://de.dbpedia.org/resource/Philipp_Otto_Runge 	"118604155"@de
http://de.dbpedia.org/resource/Haley_Joel_Osment 	"142297372"@de
http://de.dbpedia.org/resource/Joseph_Schmidt 	"118759671"@de
http://de.dbpedia.org/resource/Aspasia_(Antike) 	"118650718"@de
http://de.dbpedia.org/resource/Michael_Kamen 	"128532793"@de
http://de.dbpedia.org/resource/Rita_Mae_Brown 	"11922321X"@de
http://de.dbpedia.org/resource/Patrick_Pearse 	"11954654X"@de
http://de.dbpedia.org/resource/HAP_Grieshaber 	"118639374"@de
http://de.dbpedia.org/resource/Agrippa_Postumus 	"124004873"@de
http://de.dbpedia.org/resource/Félicie_Affolter 	"12311232X"@de
http://de.dbpedia.org/resource/Thomas_Bewick 	"118658719"@de
http://de.dbpedia.org/resource/Johannes_Nider 	"119546477"@de
http://de.dbpedia.org/resource/Appian 	"118649892"@de
http://de.dbpedia.org/resource/Hans_Mohr 	"118160192"@de
http://de.dbpedia.org/resource/Konstantinos_Karamanlis 	"118640070"@de
http://de.dbpedia.org/resource/Gerhard_Richter 	"118600419"@de
http://de.dbpedia.org/resource/Brendan_Behan 	"118508334"@de
http://de.dbpedia.org/resource/Ror_Wolf 	"118769901"@de
http://de.dbpedia.org/resource/Dimitri_Taikon 	"107998572"@de
http://de.dbpedia.org/resource/William_Holden 	"124671055"@de
http://de.dbpedia.org/resource/Theodor_Mollison 	"11712222X"@de
http://de.dbpedia.org/resource/Roy_Black 	"11866364X"@de
http://de.dbpedia.org/resource/Günther_Prien 	"11859656X"@de
http://de.dbpedia.org/resource/Frederick_Banting 	"118506420"@de
http://de.dbpedia.org/resource/Michail_Michailowitsch_Soschtschenko 	"118773194"@de
